rsID,pValue,pValueAnnotation,riskFrequency,orValue,beta,ci,Gene,traitName,efoTraits,bgTraits,accessionId,locations,pubmedId,author,Chromosome,Position
rs9297145-C,4e-07,(EA),0.2581,1.073924,,[1.05-1.1],"KPNA7,SMURF1",Ulcerative colitis,ulcerative colitis,-,GCST003045,7:99161494,26192919,Liu JZ,7,99161494.0
rs2457996-A,4e-07,(EA),0.89,1.1094414,,-,"CXCL5,PPBP",Ulcerative colitis,ulcerative colitis,-,GCST003045,4:73990818,26192919,Liu JZ,4,73990818.0
rs1595825-?,4e-07,(EA),NR,-,,-,PLCL1,Ulcerative colitis,ulcerative colitis,-,GCST003045,2:198010740,26192919,Liu JZ,2,198010740.0
rs62131887-T,4e-07,-,0.28,-,,-,"KEAP1,PDE4A",Pediatric autoimmune diseases,"autoimmune thyroid disease,systemic lupus erythematosus,type 1 diabetes mellitus,ankylosing spondylitis,psoriasis,common variable immunodeficiency,celiac disease,ulcerative colitis,Crohn's disease,autoimmune disease,juvenile idiopathic arthritis",-,GCST003097,19:10476920,26301688,Li YR,19,10476920.0
rs941823-?,4e-07,-,NR,-,,-,LINC00598,Ulcerative colitis,ulcerative colitis,-,GCST004133,13:40439840,28067908,de Lange KM,13,40439840.0
rs17085007-C,4e-07,-,NR,1.16,,-,"RPS21P8,FGFR1OP2P1",Ulcerative colitis,ulcerative colitis,-,GCST90454275,13:26957130,37002690,Zeng Y,13,26957130.0
rs3823418-A,4e-07,-,NR,0.907,,[0.874-0.942],PSORS1C1,Ulcerative colitis,ulcerative colitis,-,GCST90301323,6:31133165,37262302,Khrom M,6,31133165.0
rs59672579-?,4e-07,-,NR,-,0.0959,[0.059-0.133],"ARHGAP26-AS1,ARHGAP26",Ulcerative colitis,ulcerative colitis,-,GCST90446794,5:142866576,37156999,Liu Z,5,142866576.0
rs8055490-?,5e-07,-,NR,-,0.0587,[0.036-0.082],TMEM170A,Ulcerative colitis,ulcerative colitis,-,GCST90446794,16:75463237,37156999,Liu Z,16,75463237.0
rs4725479-?,5e-07,(Southern European),0.66,1.19,,[1.04-1.35],"ACTR3B,LINC01287",Ulcerative colitis,ulcerative colitis,-,GCST002548,7:153048725,25082827,Julià A,7,153048725.0
rs501916-?,5e-07,-,NR,1.512222,,[1.29-1.78],SEMA6D,Ulcerative colitis,ulcerative colitis,-,GCST003960,15:47761032,28008999,Ostrowski J,15,47761032.0
rs2844458-A,5e-07,-,NR,1.077,,[1.046-1.108],"EHMT2,EHMT2-AS1",Ulcerative colitis,ulcerative colitis,-,GCST90301323,6:31883692,37262302,Khrom M,6,31883692.0
rs980263457-G,5e-07,-,NR,0.927,,[0.9-0.955],OS9,Ulcerative colitis,ulcerative colitis,-,GCST90301323,12:57698305,37262302,Khrom M,12,57698305.0
rs2870946-G,5e-07,-,0.055,1.54,,-,"IFNG-AS1,IL26",Ulcerative colitis,ulcerative colitis,-,GCST000311,12:68202881,19122664,Silverberg MS,12,68202881.0
rs3742130-G,6e-07,(EA),0.78,1.0792593,,-,"UBAC2,GPR18",Ulcerative colitis,ulcerative colitis,-,GCST003045,13:99255087,26192919,Liu JZ,13,99255087.0
rs10992396-?,6e-07,-,NR,-,0.0728,[0.044-0.101],"IPPK,RPL21P86",Ulcerative colitis,ulcerative colitis,-,GCST90446794,9:92674850,37156999,Liu Z,9,92674850.0
rs55678466-?,6e-07,-,NR,-,0.0592,[0.036-0.082],BIN1,Ulcerative colitis,ulcerative colitis,-,GCST90446794,2:127092119,37156999,Liu Z,2,127092119.0
rs2593855-?,6e-07,-,NR,-,0.0743,[0.045-0.104],FOXP1,Ulcerative colitis,ulcerative colitis,-,GCST90446794,3:71126344,37156999,Liu Z,3,71126344.0
rs12928404-C,6e-07,-,0.38,-,,-,ATXN2L,Pediatric autoimmune diseases,"autoimmune thyroid disease,systemic lupus erythematosus,type 1 diabetes mellitus,ankylosing spondylitis,psoriasis,common variable immunodeficiency,celiac disease,ulcerative colitis,Crohn's disease,autoimmune disease,juvenile idiopathic arthritis",-,GCST003097,16:28835925,26301688,Li YR,16,28835925.0
rs1440088-A,6e-07,(EA),0.81,1.0840102,,-,PLCL1,Ulcerative colitis,ulcerative colitis,-,GCST003045,2:198006693,26192919,Liu JZ,2,198006693.0
rs6863411-T,6e-07,(EA),0.63,1.0674366,,-,NDFIP1,Ulcerative colitis,ulcerative colitis,-,GCST003045,5:142133639,26192919,Liu JZ,5,142133639.0
rs4409764-T,6e-07,-,NR,1.12,,-,LINC01475,Ulcerative colitis,ulcerative colitis,-,GCST90454275,10:99524480,37002690,Zeng Y,10,99524480.0
rs2394966-A,6e-07,-,NR,0.904,,[0.869-0.94],LINC02571,Ulcerative colitis,ulcerative colitis,-,GCST90301323,6:31296134,37262302,Khrom M,6,31296134.0
rs17119-?,7e-07,-,NR,-,,-,"RNU6-793P,RPL6P17",Ulcerative colitis,ulcerative colitis,-,GCST004133,6:14719265,28067908,de Lange KM,6,14719265.0
rs3910312-C,7e-07,-,0.255,1.8,,-,POLR1HASP,Ulcerative colitis,ulcerative colitis,-,GCST90020072,6:30040969,35232999,Garcia-Etxebarria K,6,30040969.0
rs11168249-G,7e-07,(EA),0.4676,1.0644168,,[1.04-1.09],HDAC7,Ulcerative colitis,ulcerative colitis,-,GCST003045,12:47814585,26192919,Liu JZ,12,47814585.0
rs483905-?,7e-07,-,NR,-,,-,MAML2,Ulcerative colitis,ulcerative colitis,-,GCST004133,11:96290263,28067908,de Lange KM,11,96290263.0
rs875519-?,7e-07,-,NR,-,0.0649,[0.039-0.091],NOL4L,Ulcerative colitis,ulcerative colitis,-,GCST90446794,20:32503432,37156999,Liu Z,20,32503432.0
rs9297145-?,7e-07,-,NR,-,,-,"KPNA7,SMURF1",Ulcerative colitis,ulcerative colitis,-,GCST004133,7:99161494,28067908,de Lange KM,7,99161494.0
rs187975120-?,7e-07,-,NR,-,0.2487,[0.15-0.35],"CDYL2,ARLNC1",Ulcerative colitis,ulcerative colitis,-,GCST90446794,16:80804680,37156999,Liu Z,16,80804680.0
rs979961-?,8e-07,(Adults),NR,1.8414419,,[1.45-2.34],"RNU6-119P,TRAM1L1",Ulcerative colitis,ulcerative colitis,-,GCST003960,4:116929300,28008999,Ostrowski J,4,116929300.0
rs2301436-?,8e-07,(subset analysis),NR,-,,-,CEP43,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,6:167024500,26974007,Ellinghaus D,6,167024500.0
rs652888-G,8e-07,-,NR,0.916,,[0.885-0.949],"EHMT2,EHMT2-AS1",Ulcerative colitis,ulcerative colitis,-,GCST90301323,6:31883457,37262302,Khrom M,6,31883457.0
rs3197999-?,8e-07,(Southern European),NR,1.38,,[1.21-1.56],MST1,Ulcerative colitis,ulcerative colitis,-,GCST002548,3:49684099,25082827,Julià A,3,49684099.0
rs79568124-?,8e-07,(subset analysis),NR,-,,-,"RPS23P10,HSPA6","Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,1:161533059,26974007,Ellinghaus D,1,161533059.0
rs259964-?,8e-07,-,NR,-,0.061,[0.037-0.085],ZNF831,Ulcerative colitis,ulcerative colitis,-,GCST90446794,20:59249254,37156999,Liu Z,20,59249254.0
rs2738774-A,9e-07,-,0.32,-,,-,"STMN3,MHENCR",Pediatric autoimmune diseases,"autoimmune thyroid disease,systemic lupus erythematosus,type 1 diabetes mellitus,ankylosing spondylitis,psoriasis,common variable immunodeficiency,celiac disease,ulcerative colitis,Crohn's disease,autoimmune disease,juvenile idiopathic arthritis",-,GCST003097,20:63637985,26301688,Li YR,20,63637985.0
rs78403475-C,9e-07,-,NR,1.122,,[1.071-1.174],GPSM1,Ulcerative colitis,ulcerative colitis,-,GCST90301323,9:136341149,37262302,Khrom M,9,136341149.0
rs17388568-A,9e-07,-,0.27,1.12,,[1.07-1.17],ADAD1,Ulcerative colitis,ulcerative colitis,-,GCST000964,4:122408207,21297633,Anderson CA,4,122408207.0
rs17188113-?,9e-07,-,NR,1.8086454,,[1.57-2.05],TRIM15,Childhood onset ulcerative colitis,ulcerative colitis,-,GCST005815,6:30163346,29562276,Venkateswaran S,6,30163346.0
rs3749171-T,9e-07,-,0.826119,1.42,,-,GPR35,Childhood onset ulcerative colitis,ulcerative colitis,-,GCST005815,2:240630275,29562276,Venkateswaran S,2,240630275.0
rs2249296-C,1e-06,(Ileal involvement),0.78,1.69,,[1.35-2.13],CLCA2,Crohn's disease-related phenotypes,"ileocolitis,Crohn's disease",-,GCST002729,1:86444581,25557950,Alonso A,1,86444581.0
rs11554257-G,1e-06,(Analysis III),NR,1.82,,[NR],"TNFSF15,DELEC1",Ulcerative colitis,ulcerative colitis,-,GCST000853,9:114842790,20848476,Haritunians T,9,114842790.0
rs26528-G,1e-06,(EA),0.4576,1.06364,,[1.04-1.09],IL27,Ulcerative colitis,ulcerative colitis,-,GCST003045,16:28506388,26192919,Liu JZ,16,28506388.0
rs5763767-A,1e-06,(EA),0.4538,1.0639322,,[1.04-1.09],HORMAD2,Ulcerative colitis,ulcerative colitis,-,GCST003045,22:30097893,26192919,Liu JZ,22,30097893.0
rs727088-G,1e-06,(EA),0.4822,1.0637558,,[1.04-1.09],CD226,Ulcerative colitis,ulcerative colitis,-,GCST003045,18:69863203,26192919,Liu JZ,18,69863203.0
rs6088765-C,1e-06,(EA),0.4467,1.0630414,,[1.04-1.09],"PROCR,MMP24OS",Ulcerative colitis,ulcerative colitis,-,GCST003045,20:35211477,26192919,Liu JZ,20,35211477.0
rs7554511-?,1e-06,-,NR,-,,-,INAVA,Ulcerative colitis,ulcerative colitis,-,GCST000527,1:200908434,19915572,Barrett JC,1,200908434.0
rs73243351-?,1e-06,-,NR,-,0.0944,[0.057-0.132],LINC02513,Ulcerative colitis,ulcerative colitis,-,GCST90446794,4:38333446,37156999,Liu Z,4,38333446.0
rs10758669-C,1e-06,-,NR,1.16,,[NR],"JAK2,HNRNPA1P41",Ulcerative colitis,ulcerative colitis,-,GCST000624,9:4981602,20228799,McGovern DP,9,4981602.0
rs181826-?,1e-06,-,NR,-,0.0575,[0.034-0.081],NDFIP1,Ulcerative colitis,ulcerative colitis,-,GCST90446794,5:142146492,37156999,Liu Z,5,142146492.0
rs6740847-?,1e-06,-,NR,-,,-,"LINC01934,ITGA4",Ulcerative colitis,ulcerative colitis,-,GCST004133,2:181443625,28067908,de Lange KM,2,181443625.0
rs4598195-?,1e-06,-,0.54,1.23,,-,"PIGCP2,DLD",Ulcerative colitis,ulcerative colitis,-,GCST000311,7:107862996,19122664,Silverberg MS,7,107862996.0
rs4787458-?,1e-06,-,NR,-,0.0609,[0.036-0.085],"IL27,NUPR1",Ulcerative colitis,ulcerative colitis,-,GCST90446794,16:28519966,37156999,Liu Z,16,28519966.0
rs4748198-?,1e-06,-,NR,-,0.0691,[0.041-0.097],PRKCQ-AS1,Ulcerative colitis,ulcerative colitis,-,GCST90446794,10:6607973,37156999,Liu Z,10,6607973.0
rs11221322-?,1e-06,(subset analysis),NR,-,,-,ETS1,"Chronic inflammatory diseases (ankylosing spondylitis, Crohn's disease, psoriasis, primary sclerosing cholangitis, ulcerative colitis) (pleiotropy)","ankylosing spondylitis,psoriasis,ulcerative colitis,Crohn's disease,sclerosing cholangitis",-,GCST005537,11:128476898,26974007,Ellinghaus D,11,128476898.0
rs10975003-C,1e-06,-,0.19,1.34,,[1.18-1.51],"INSL6,INSL4",Ulcerative colitis,ulcerative colitis,-,GCST000529,9:5213687,19915573,Asano K,9,5213687.0
rs1370394-?,1e-06,-,NR,-,0.0595,[0.035-0.084],LINC02934,Ulcerative colitis,ulcerative colitis,-,GCST90446794,2:65453176,37156999,Liu Z,2,65453176.0
rs243500-?,1e-06,-,NR,-,0.0601,[0.036-0.084],CUL1,Ulcerative colitis,ulcerative colitis,-,GCST90446794,7:148742273,37156999,Liu Z,7,148742273.0
rs2651244-?,1e-06,-,NR,-,,-,"CHORDC1P5,CTH",Ulcerative colitis,ulcerative colitis,-,GCST004133,1:70529879,28067908,de Lange KM,1,70529879.0
rs11150589-?,1e-06,-,NR,-,,-,Y_RNA,Ulcerative colitis,ulcerative colitis,-,GCST004133,16:30471173,28067908,de Lange KM,16,30471173.0
rs12122337-G,1e-06,(CDC Perianal),0.06,2.2,, [1.56-3.07],"CFAP45,TAGLN2",Crohn's disease-related phenotypes,"perianal Crohn's disease,complicated disease course",-,GCST002729,1:159916632,25557950,Alonso A,1,159916632.0
rs72949953-A,1e-06,-,0.039,3.2,,-,LINC01953,Ulcerative colitis,ulcerative colitis,-,GCST90020072,2:213161660,35232999,Garcia-Etxebarria K,2,213161660.0
rs111456533-?,1e-06,-,NR,-,,-,EEF1AKMT2,Ulcerative colitis,ulcerative colitis,-,GCST004133,10:124750812,28067908,de Lange KM,10,124750812.0
rs3766920-?,2e-06,-,NR,-,0.2717,[0.16-0.38],"SHC1,PYGO2,PYGO2-AS1",Ulcerative colitis,ulcerative colitis,-,GCST90446794,1:154962487,37156999,Liu Z,1,154962487.0
rs11165441-?,2e-06,-,NR,-,0.0742,[0.044-0.105],TGFBR3,Ulcerative colitis,ulcerative colitis,-,GCST90446794,1:91758790,37156999,Liu Z,1,91758790.0
rs6584283-T,2e-06,-,0.46,1.22,,[1.12-1.32],LINC01475,Ulcerative colitis,ulcerative colitis,-,GCST000623,10:99530544,20228798,Franke A,10,99530544.0
rs668853-G,2e-06,-,0.39,1.2,,-,"RPS6P12,MTCO3P40",Ulcerative colitis,ulcerative colitis,-,GCST000311,9:82696232,19122664,Silverberg MS,9,82696232.0
rs113010081-?,2e-06,-,NR,-,,-,"CCRL2,LINC02009",Ulcerative colitis,ulcerative colitis,-,GCST004133,3:46415921,28067908,de Lange KM,3,46415921.0
rs1956388-A,2e-06,(Analysis II),NR,-,,-,"LINC02300,BTF3P2",Ulcerative colitis,ulcerative colitis,-,GCST000853,14:28663671,20848476,Haritunians T,14,28663671.0
rs2188962-?,2e-06,-,NR,-,,-,CARINH,Ulcerative colitis,ulcerative colitis,-,GCST004133,5:132435113,28067908,de Lange KM,5,132435113.0
rs6935053-?,2e-06,(Conditioned on rs9271366),NR,-,,-,POLR1HASP,Ulcerative colitis,ulcerative colitis,-,GCST001938,6:29966386,23511034,Yang SK,6,29966386.0
rs11764116-A,2e-06,(Analysis II),NR,-,,-,HDAC9,Ulcerative colitis,ulcerative colitis,-,GCST000853,7:18760790,20848476,Haritunians T,7,18760790.0
rs11768365-?,2e-06,-,NR,-,,-,GRID2IP,Ulcerative colitis,ulcerative colitis,-,GCST004133,7:6505557,28067908,de Lange KM,7,6505557.0
rs4703855-G,2e-06,(EA),0.7,1.0675422,,-,"PTCD2,YBX1P5",Ulcerative colitis,ulcerative colitis,-,GCST003045,5:72398072,26192919,Liu JZ,5,72398072.0
rs564349-G,2e-06,(EA),0.3183,1.0646768,,[1.04-1.09],ERGIC1,Ulcerative colitis,ulcerative colitis,-,GCST003045,5:172897975,26192919,Liu JZ,5,172897975.0
rs1555791-C,2e-06,-,0.48,1.22,,-,"PRXL2B,TNFRSF14",Ulcerative colitis,ulcerative colitis,-,GCST008483,1:2567423,26398853,Ye BD,1,2567423.0
rs9868898-G,2e-06,(Perianal disease),0.16,1.49,,[1.26-1.76],"PLCXD2,PHLDB2",Crohn's disease-related phenotypes,perianal Crohn's disease,-,GCST002729,3:111762099,25557950,Alonso A,3,111762099.0
rs1991866-?,2e-06,-,NR,-,,-,CCDC26,Ulcerative colitis,ulcerative colitis,-,GCST004133,8:129611859,28067908,de Lange KM,8,129611859.0
rs2651244-G,2e-06,(EA),0.61,1.063159,,-,"CHORDC1P5,CTH",Ulcerative colitis,ulcerative colitis,-,GCST003045,1:70529879,26192919,Liu JZ,1,70529879.0
rs11739663-A,2e-06,(EA),0.77,1.0785052,,-,CEP72-DT,Ulcerative colitis,ulcerative colitis,-,GCST003045,5:593968,26192919,Liu JZ,5,593968.0
rs12566217-G,2e-06,-,0.144,2,,-,COG2,Ulcerative colitis,ulcerative colitis,-,GCST90020072,1:230656496,35232999,Garcia-Etxebarria K,1,230656496.0
rs12778642-A,2e-06,(EA),0.4347,1.0610541,,[1.04-1.09],"Y_RNA,HHEX",Ulcerative colitis,ulcerative colitis,-,GCST003045,10:92704550,26192919,Liu JZ,10,92704550.0
rs1063355-A,2e-06,-,NR,1.43,,[1.23-1.66],"HLA-DQB1,HLA-DQB1-AS1",Ulcerative colitis,ulcerative colitis,-,GCST002453,6:32659937,24837172,Juyal G,6,32659937.0
rs1991866-?,2e-06,-,NR,-,0.0556,[0.033-0.079],CCDC26,Ulcerative colitis,ulcerative colitis,-,GCST90446794,8:129611859,37156999,Liu Z,8,129611859.0
rs616597-?,2e-06,-,NR,-,0.0624,[0.037-0.088],NFKBIZ,Ulcerative colitis,ulcerative colitis,-,GCST90446794,3:101850882,37156999,Liu Z,3,101850882.0
rs9268853-T,3e-06,-,0.64,1.37,,[1.20-1.56],HLA-DRB9,Ulcerative colitis,ulcerative colitis,-,GCST001938,6:32461866,23511034,Yang SK,6,32461866.0
rs9635956-?,3e-06,-,NR,-,0.0577,[0.034-0.082],ELAC1,Ulcerative colitis,ulcerative colitis,-,GCST90446794,18:50977537,37156999,Liu Z,18,50977537.0
rs17181845-?,3e-06,-,NR,-,0.0766,[0.045-0.109],ZHX3,Ulcerative colitis,ulcerative colitis,-,GCST90446794,20:41301389,37156999,Liu Z,20,41301389.0
rs7319358-A,3e-06,(Analysis II),NR,-,,-,"NIPA2P5,CCT5P2",Ulcerative colitis,ulcerative colitis,-,GCST000853,13:78976799,20848476,Haritunians T,13,78976799.0
rs7495132-?,3e-06,-,NR,-,,-,"CRTC3,CRTC3-AS1",Ulcerative colitis,ulcerative colitis,-,GCST004133,15:90629669,28067908,de Lange KM,15,90629669.0
rs9268480-G,3e-06,-,0.91,1.82,,[1.43-2.33],"BTNL2,TSBP1-AS1",Ulcerative colitis,ulcerative colitis,-,GCST000529,6:32396067,19915573,Asano K,6,32396067.0
rs72755010-C,3e-06,-,0.042,2.8,,-,DAPK2,Ulcerative colitis,ulcerative colitis,-,GCST90020072,15:64012645,35232999,Garcia-Etxebarria K,15,64012645.0
rs12103-?,3e-06,-,NR,-,,-,INTS11,Ulcerative colitis,ulcerative colitis,-,GCST004133,1:1312114,28067908,de Lange KM,1,1312114.0
rs4781011-T,3e-06,-,NR,1.15,,[NR],CIITA,Ulcerative colitis,ulcerative colitis,-,GCST000624,16:10881454,20228799,McGovern DP,16,10881454.0
rs12422544-G,3e-06,(EA),0.01915,1.2153448,,[1.13-1.3],"LINC02555,SLC2A13",Ulcerative colitis,ulcerative colitis,-,GCST003045,12:40134630,26192919,Liu JZ,12,40134630.0
rs395157-?,4e-06,-,NR,-,,-,OSMR,Ulcerative colitis,ulcerative colitis,-,GCST004133,5:38867630,28067908,de Lange KM,5,38867630.0
rs880790-T,4e-06,-,0.69,1.24,,-,IL19,Ulcerative colitis,ulcerative colitis,-,GCST008483,1:206786871,26398853,Ye BD,1,206786871.0
rs259964-A,4e-06,(EA),0.4586,1.0585915,,[1.03-1.08],ZNF831,Ulcerative colitis,ulcerative colitis,-,GCST003045,20:59249254,26192919,Liu JZ,20,59249254.0
rs4370571-A,4e-06,-,0.582,0.6,,-,"RNU6-144P,ZYXP1",Ulcerative colitis,ulcerative colitis,-,GCST90020072,8:137292352,35232999,Garcia-Etxebarria K,8,137292352.0
rs2187668-?,4e-06,(Adults),NR,2.21266,,[1.54-3.12],HLA-DQA1,Ulcerative colitis,ulcerative colitis,-,GCST003960,6:32638107,28008999,Ostrowski J,6,32638107.0
rs11064881-?,4e-06,-,NR,-,0.1097,[0.063-0.156],CIT,Ulcerative colitis,ulcerative colitis,-,GCST90446794,12:119709120,37156999,Liu Z,12,119709120.0
rs9501030-A,4e-06,(Analysis II),NR,-,,-,"LINC00243,LINC02570",Ulcerative colitis,ulcerative colitis,-,GCST000853,6:30831622,20848476,Haritunians T,6,30831622.0
rs1363907-A,4e-06,(EA),0.4212,1.0618593,,[1.04-1.09],ERAP2,Ulcerative colitis,ulcerative colitis,-,GCST003045,5:96917099,26192919,Liu JZ,5,96917099.0
rs10784676-A,4e-06,-,NR,1.069,,[1.039-1.099],IFNG-AS1,Ulcerative colitis,ulcerative colitis,-,GCST90301323,12:68115062,37262302,Khrom M,12,68115062.0
rs6908425-G,4e-06,(EA),0.78,1.0734457,,-,CDKAL1,Ulcerative colitis,ulcerative colitis,-,GCST003045,6:20728500,26192919,Liu JZ,6,20728500.0
rs871822-G,4e-06,-,0.266,0.5,,-,PRDM16,Ulcerative colitis,ulcerative colitis,-,GCST90020072,1:3396350,35232999,Garcia-Etxebarria K,1,3396350.0
rs6059101-A,4e-06,(Analysis II),NR,-,,-,"BPIFA2,BPIFB4",Ulcerative colitis,ulcerative colitis,-,GCST000853,20:33130847,20848476,Haritunians T,20,33130847.0
rs314313-G,4e-06,(EA),0.3043,1.0641211,,[1.04-1.09],EPHB4,Ulcerative colitis,ulcerative colitis,-,GCST003045,7:100825743,26192919,Liu JZ,7,100825743.0
rs2427870-?,4e-06,-,NR,-,0.0748,[0.043-0.107],"Y_RNA,RNU6-320P",Ulcerative colitis,ulcerative colitis,-,GCST90446794,X:136581905,37156999,Liu Z,X,136581905.0
rs12722489-?,5e-06,-,NR,-,0.0743,[0.042-0.106],IL2RA,Ulcerative colitis,ulcerative colitis,-,GCST90446794,10:6060049,37156999,Liu Z,10,6060049.0
rs75486977-T,5e-06,-,0.015,4.9,,-,LINC02625,Ulcerative colitis,ulcerative colitis,-,GCST90020072,10:61820063,35232999,Garcia-Etxebarria K,10,61820063.0
rs2604913-?,5e-06,-,NR,-,0.055,[0.031-0.079],COQ8B,Ulcerative colitis,ulcerative colitis,-,GCST90446794,19:40712706,37156999,Liu Z,19,40712706.0
rs4730273-?,5e-06,-,0.7,1.22,,-,"DLD,PIGCP2",Ulcerative colitis,ulcerative colitis,-,GCST000311,7:107839074,19122664,Silverberg MS,7,107839074.0
rs2642575-?,5e-06,(Southern European),NR,1.11,,[NR],"COL13A1,RPL5P26",Ulcerative colitis,ulcerative colitis,-,GCST002548,10:69783412,25082827,Julià A,10,69783412.0
rs4722672-G,5e-06,(EA),0.1881,1.0755208,,[1.04-1.11],"HOXA11-AS,HOXA13",Ulcerative colitis,ulcerative colitis,-,GCST003045,7:27192143,26192919,Liu JZ,7,27192143.0
rs77150043-?,5e-06,-,NR,-,0.028,NR,ADCY7,Crohn's disease vs ulcerative colitis (ordinary least squares (OLS)),"ulcerative colitis,Crohn's disease",-,GCST90016611,16:50270338,33686288,Peyrot WJ,16,50270338.0
rs1042058-?,5e-06,-,NR,-,,-,MAP3K8,Ulcerative colitis,ulcerative colitis,-,GCST004133,10:30439172,28067908,de Lange KM,10,30439172.0
rs7554511-?,5e-06,(Southern European),NR,1.41,,[1.22-1.64],INAVA,Ulcerative colitis,ulcerative colitis,-,GCST002548,1:200908434,25082827,Julià A,1,200908434.0
rs1992950-A,5e-06,-,NR,1.25,,-,SATB2,Ulcerative colitis,ulcerative colitis,-,GCST000624,2:199425636,20228799,McGovern DP,2,199425636.0
rs1728785-C,5e-06,(EA),0.78,1.0728852,,-,ZFP90,Ulcerative colitis,ulcerative colitis,-,GCST003045,16:68557327,26192919,Liu JZ,16,68557327.0
rs17231595-T,5e-06,-,0.017,4.8,,-,"CTNNA3,LRRTM3",Ulcerative colitis,ulcerative colitis,-,GCST90020072,10:66965005,35232999,Garcia-Etxebarria K,10,66965005.0
rs38904-?,6e-06,-,NR,-,,-,"ST7,MTND4P6",Ulcerative colitis,ulcerative colitis,-,GCST004133,7:117252792,28067908,de Lange KM,7,117252792.0
rs1077773-?,6e-06,-,NR,-,,-,LINC02888,Ulcerative colitis,ulcerative colitis,-,GCST004133,7:17403055,28067908,de Lange KM,7,17403055.0
rs6088728-A,6e-06,-,NR,1.067,,[1.037-1.097],EDEM2,Ulcerative colitis,ulcerative colitis,-,GCST90301323,20:35125871,37262302,Khrom M,20,35125871.0
rs9645621-?,6e-06,-,NR,-,0.0635,[0.036-0.091],NUCB2,Ulcerative colitis,ulcerative colitis,-,GCST90446794,11:17311651,37156999,Liu Z,11,17311651.0
rs11221332-?,6e-06,-,NR,-,,-,ETS1,Ulcerative colitis,ulcerative colitis,-,GCST004133,11:128511079,28067908,de Lange KM,11,128511079.0
rs38911-G,6e-06,(EA),0.54,1.0574577,,-,"ST7,MTND4P6",Ulcerative colitis,ulcerative colitis,-,GCST003045,7:117255109,26192919,Liu JZ,7,117255109.0
rs6087990-G,6e-06,(EA),0.4056,1.0586283,,[1.03-1.08],"COMMD7,DNMT3B",Ulcerative colitis,ulcerative colitis,-,GCST003045,20:32762102,26192919,Liu JZ,20,32762102.0
rs6704109-?,6e-06,-,NR,-,0.027,NR,"TNFSF18,AIMP1P2",Crohn's disease vs ulcerative colitis (ordinary least squares (OLS)),"ulcerative colitis,Crohn's disease",-,GCST90016611,1:172887910,33686288,Peyrot WJ,1,172887910.0
rs8179646-T,6e-06,(Southern European),0.38,1.17,,[1.03-1.34],"LINC01958,RPLP0P7",Ulcerative colitis,ulcerative colitis,-,GCST002548,2:156742166,25082827,Julià A,2,156742166.0
rs56404409-?,6e-06,-,NR,1.5007368,,[1.26-1.79],GRAMD1B,Ulcerative colitis,ulcerative colitis,-,GCST003960,11:123459759,28008999,Ostrowski J,11,123459759.0
